date,platform,job_id,title,company,url,status,resume_used
2026-06-17 14:12,Adzuna,adzuna-5765673141,QA Engineer (iOS Automation Swift / XCUITest) (W2 Contract),HPTech Inc.,https://www.adzuna.com/land/ad/5765673141?se=gOsXh1Zq8RG617uXcziRnw&utm_medium=api&utm_source=ec0e03db&v=7958D431EBB84BADFD49AB0A51F437B39E8694F9,Collected - Manual Apply,
2026-06-17 14:12,Adzuna,adzuna-5765777436,Software Tester,System One,https://www.adzuna.com/land/ad/5765777436?se=ekR2mVZq8RGOZ7Ep5AAiEg&utm_medium=api&utm_source=ec0e03db&v=EAD3759BC83DB66755920FB19B932772CF479FA1,Collected - Manual Apply,
2026-06-17 15:50,Adzuna,adzuna-5766506574,Quality Assurance Specialist {170382},A-Line Staffing Solutions LLC,https://www.adzuna.com/details/5766506574?utm_medium=api&utm_source=ec0e03db,Skipped - Rate Below $50.0/hr,
2026-06-17 13:20,LinkedIn,4428071852,Staff Engineer - QA Automation Engineer,Nagarro,https://www.linkedin.com/jobs/view/4428071852/,Collected - External Apply,
2026-06-17 13:20,LinkedIn,4428735458,Senior QA/ UAT Lead,Ledgent Technology,https://www.linkedin.com/jobs/view/4428735458/,Easy Apply - Click to Apply,
2026-06-17 13:20,LinkedIn,4428094180,Quality Assurance Automation Engineer,Insight Global,https://www.linkedin.com/jobs/view/4428094180/,Easy Apply - Click to Apply,
2026-06-17 13:20,LinkedIn,4428403386,Senior Test Engineer,Redtech,https://www.linkedin.com/jobs/view/4428403386/,Easy Apply - Click to Apply,
2026-06-17 13:21,LinkedIn,4389403860,Senior QA Analyst,ICE,https://www.linkedin.com/jobs/view/4389403860/,Collected - External Apply,
2026-06-17 13:21,LinkedIn,4416701880,Web & Mobile Automation Test Engineer,Capgemini,https://www.linkedin.com/jobs/view/4416701880/,Collected - External Apply,
2026-06-17 13:21,LinkedIn,4429576773,Quality Assurance (QA) Engineer,Worth AI,https://www.linkedin.com/jobs/view/4429576773/,Collected - External Apply,
2026-06-17 13:29,LinkedIn,4428090478,QA Automation and SDET,Cyber Space Technologies LLC,https://www.linkedin.com/jobs/view/4428090478/,Easy Apply - Click to Apply,
2026-06-17 13:29,LinkedIn,4429744070,Sr QA Analyst,Randstad Digital Americas,https://www.linkedin.com/jobs/view/4429744070/,Collected - External Apply,
2026-06-17 13:29,LinkedIn,4426881748,Software Test Engineer,Eliassen Group,https://www.linkedin.com/jobs/view/4426881748/,Collected - External Apply,
